datetime,first_fire,lead_minutes
2022-05-03 04:44:08,2022-05-03 04:25:00,19.133333333333333
2022-05-03 06:39:52,2022-05-03 06:10:00,29.866666666666667
2022-05-03 07:13:42,2022-05-03 06:45:00,28.7
2022-05-03 14:16:13,2022-05-03 13:59:00,17.216666666666665
2022-05-03 14:35:09,2022-05-03 14:07:00,28.15
2022-05-03 14:53:16,2022-05-03 14:24:00,29.266666666666666
