datetime,first_fire,lead_minutes
2022-05-03 04:19:52,2022-05-03 04:02:00,17.866666666666667
2022-05-03 05:54:44,2022-05-03 05:25:00,29.733333333333334
2022-05-03 14:16:13,2022-05-03 13:59:00,17.216666666666665
2022-05-03 14:35:09,2022-05-03 14:12:00,23.15
2022-05-03 14:53:16,2022-05-03 14:33:00,20.266666666666666
2022-05-03 08:28:04,2022-05-03 08:02:00,26.066666666666666
